Inc+A1:F52ident,RMSOccurrenceDate,RMSOccurrenceHour,NIBRSClass,NIBRSDescription,OffenseCount,Beat,Premise,StreetNo,StreetName,StreetType,Suffix,City,ZIPCode,MapLongitude,MapLatitude
181478924,2024-12-31,19,520,Weapon law violations,1,18F60,"Residence, Home (Includes Apartment)",8822,LANGDON,LN,,HOUSTON,77036.0,-95.539155,29.693135
181478924,2024-12-31,19,290,"Destruction, damage, vandalism",1,18F60,"Residence, Home (Includes Apartment)",8822,LANGDON,LN,,HOUSTON,77036.0,-95.539155,29.693135
181479724,2024-12-31,19,13A,Aggravated Assault,1,17E40,Convenience Store,12500,DUNLAP,ST,,HOUSTON,77035.0,-95.495407,29.640603
181480624,2024-12-31,19,13A,Aggravated Assault,1,20G60,"Government, Public Building",14222,KIMBERLEY,LN,,HOUSTON,77079.0,-95.594746,29.776253
181481724,2024-12-31,19,13C,Intimidation,1,5F10,"Residence, Home (Includes Apartment)",7625,HAMMERLY,BLVD,,HOUSTON,77055.0,-95.479664,29.810615
181483324,2024-12-31,19,13C,Intimidation,1,14D40,"Residence, Home (Includes Apartment)",12000,MARTIN LUTHER KING,BLVD,,HOUSTON,77048.0,-95.339355,29.630343
181483324,2024-12-31,19,290,"Destruction, damage, vandalism",1,14D40,"Residence, Home (Includes Apartment)",12000,MARTIN LUTHER KING,BLVD,,HOUSTON,77048.0,-95.339355,29.630343
181484024,2024-12-31,19,23H,All other larceny,1,20G30,"Parking Lot, Garage",3200,SAM HOUSTON,PKWY,W,HOUSTON,77042.0,-95.558094,29.729677
181485424,2024-12-31,19,23G,Theft of motor vehicle parts or accessory,1,12D20,"Parking Lot, Garage",9531,COAST BRIDGE,ST,,HOUSTON,77075.0,-95.245496,29.606697
181490524,2024-12-31,19,90Z,All other offenses,1,2A50,"Parking Lot, Garage",4040,KOEHLER,ST,,HOUSTON,77007.0,-95.401288,29.774258
181493824,2024-12-31,19,13C,Intimidation,1,20G40,"Highway, Road, Street, Alley",800,WILCREST,DR,,HOUSTON,,-95.575514,29.755682
181495724,2024-12-31,19,13B,Simple assault,1,4F30,"Parking Lot, Garage",1800,BARKER CYPRESS,RD,,HOUSTON,77084.0,-95.688375,29.793108
181498024,2024-12-31,19,290,"Destruction, damage, vandalism",1,24C40,"Highway, Road, Street, Alley",951,HAROLDS,RD,,HOUSTON,77336.0,-95.102867,30.026349
181501024,2024-12-31,19,23H,All other larceny,1,1A50,"Drug Store, Doctors Office, Hospital",4700,KIRBY,DR,,HOUSTON,77098.0,-95.418658,29.730108
181501824,2024-12-31,19,23H,All other larceny,1,22B40,"Residence, Home (Includes Apartment)",6910,OLD NORTH BELT,DR,,HOUSTON,77396.0,-95.285856,29.939108
181501824,2024-12-31,19,13B,Simple assault,1,22B40,"Residence, Home (Includes Apartment)",6910,OLD NORTH BELT,DR,,HOUSTON,77396.0,-95.285856,29.939108
125125,2024-12-31,20,23H,All other larceny,1,15E20,Park/Playground,10600,ATWELL,DR,,HOUSTON,77096.0,-95.482291,29.666379
541225,2024-12-31,20,23F,Theft from motor vehicle,1,1A50,"Hotel, Motel, ETC",4500,POST OAK,PKWY,,HOUSTON,77027.0,-95.453919,29.747629
1127725,2024-12-31,20,90C,Disorderly conduct,1,14D30,"Residence, Home (Includes Apartment)",5963,BELCREST,ST,,HOUSTON,77033.0,-95.326468,29.66488
1313925,2024-12-31,20,90C,Disorderly conduct,1,12D40,"Residence, Home (Includes Apartment)",12002,RHINEBECK,DR,,HOUSTON,77089.0,-95.200863,29.586635
1313925,2024-12-31,20,290,"Destruction, damage, vandalism",1,12D40,"Residence, Home (Includes Apartment)",12002,RHINEBECK,DR,,HOUSTON,77089.0,-95.200863,29.586635
181505924,2024-12-31,20,13C,Intimidation,1,5F10,"Residence, Home (Includes Apartment)",1611,WOODVINE,DR,,HOUSTON,77055.0,-95.478607,29.798442
181506824,2024-12-31,20,13C,Intimidation,1,18F50,"Residence, Home (Includes Apartment)",7222,BELLERIVE,DR,,HOUSTON,77036.0,-95.510149,29.71304
181511424,2024-12-31,20,23F,Theft from motor vehicle,1,24C20,"Highway, Road, Street, Alley",3502,FOREST VILLAGE,DR,,HOUSTON,77339.0,-95.209965,30.059486
181514724,2024-12-31,20,13A,Aggravated Assault,1,14D20,"Residence, Home (Includes Apartment)",4410,BELLFORT,ST,,HOUSTON,77051.0,-95.361795,29.669499
181514924,2024-12-31,20,90Z,All other offenses,1,17E40,"Highway, Road, Street, Alley",6200,BELLFORT,AVE,W,HOUSTON,77096.0,-95.499667,29.657013
181514924,2024-12-31,20,520,Weapon law violations,1,17E40,"Highway, Road, Street, Alley",6200,BELLFORT,AVE,W,HOUSTON,77096.0,-95.499667,29.657013
181514924,2024-12-31,20,35A,"Drug, narcotic violations",1,17E40,"Highway, Road, Street, Alley",6200,BELLFORT,AVE,W,HOUSTON,77096.0,-95.499667,29.657013
181514924,2024-12-31,20,35B,Drug equipment violations,1,17E40,"Highway, Road, Street, Alley",6200,BELLFORT,AVE,W,HOUSTON,77096.0,-95.499667,29.657013
181516024,2024-12-31,20,23C,Shoplifting,1,3B10,"Grocery, Supermarket",5337,ANTOINE,DR,,HOUSTON,77092.0,-95.473209,29.841537
181517024,2024-12-31,20,13B,Simple assault,2,6B40,"Residence, Home (Includes Apartment)",8622,DAMASCUS,DR,,HOUSTON,77088.0,-95.424342,29.885327
181517624,2024-12-31,20,13A,Aggravated Assault,1,14D20,Convenience Store,4114,BRINKLEY,ST,,HOUSTON,77051.0,-95.367723,29.662957
181517824,2024-12-31,20,23C,Shoplifting,1,1A50,"Drug Store, Doctors Office, Hospital",4700,KIRBY,DR,,HOUSTON,77098.0,-95.418658,29.730108
181518724,2024-12-31,20,90Z,All other offenses,1,2A50,"Bar, Nightclub",5218,GIBSON,ST,,HOUSTON,77007.0,-95.413769,29.766746
181520024,2024-12-31,20,13A,Aggravated Assault,1,20G40,"Residence, Home (Includes Apartment)",2020,BENTWORTH,DR,,HOUSTON,77077.0,-95.584019,29.744851
181543824,2024-12-31,20,13C,Intimidation,1,8C30,"Department, Discount Store",9201,WAYSIDE,DR,N,HOUSTON,77028.0,-95.284566,29.845911
181543824,2024-12-31,20,23C,Shoplifting,1,8C30,"Department, Discount Store",9201,WAYSIDE,DR,N,HOUSTON,77028.0,-95.284566,29.845911
181549424,2024-12-31,20,23C,Shoplifting,1,8C30,"Department, Discount Store",9201,WAYSIDE,DR,N,HOUSTON,77028.0,-95.284554,29.845823
134525,2024-12-31,21,120,Robbery,1,1A20,"Service, Gas Station",936,WESTHEIMER,RD,,HOUSTON,77006.0,-95.39139,29.744673
134525,2024-12-31,21,26A,"False pretenses, swindle",1,1A20,Convenience Store,936,WESTHEIMER,RD,,HOUSTON,77006.0,-95.39139,29.744673
227625,2024-12-31,21,23H,All other larceny,1,5F30,"Parking Lot, Garage",14225,NORTHWEST,FWY,,HOUSTON,77040.0,-95.527967,29.860086
518125,2024-12-31,21,23F,Theft from motor vehicle,1,18F40,"Highway, Road, Street, Alley",8900,CLARKCREST,ST,,HOUSTON,77063.0,-95.520538,29.732971
787625,2024-12-31,21,90C,Disorderly conduct,1,14D40,"Residence, Home (Includes Apartment)",12005,WALTER BURTON,WAY,,HOUSTON,,-95.340472,29.628837
787625,2024-12-31,21,290,"Destruction, damage, vandalism",1,14D40,"Residence, Home (Includes Apartment)",12005,WALTER BURTON,WAY,,HOUSTON,,-95.340472,29.628837
1126125,2024-12-31,21,23F,Theft from motor vehicle,1,13D40,"Residence, Home (Includes Apartment)",11007,FORBES,RD,,HOUSTON,77075.0,-95.293069,29.619069
181529124,2024-12-31,21,220,"Burglary, Breaking and Entering",1,10H60,"Residence, Home (Includes Apartment)",2410,CLEBURNE,ST,,HOUSTON,77004.0,-95.369312,29.728715
181529124,2024-12-31,21,290,"Destruction, damage, vandalism",1,10H60,"Residence, Home (Includes Apartment)",2410,CLEBURNE,ST,,HOUSTON,77004.0,-95.369312,29.728715
181529324,2024-12-31,21,13C,Intimidation,1,24C40,"Residence, Home (Includes Apartment)",24422,STRONG PINE,DR,,HOUSTON,77336.0,-95.106186,30.025716
181537624,2024-12-31,21,90J,Trespass of real property,1,10H10,"Residence, Home (Includes Apartment)",4306,CANAL,ST,,HOUSTON,77003.0,-95.331392,29.749390000000002
181539624,2024-12-31,21,13B,Simple assault,1,20G80,"Residence, Home (Includes Apartment)",12951,BRIAR FOREST,DR,,HOUSTON,77077.0,-95.616773,29.754464
181541724,2024-12-31,21,35A,"Drug, narcotic violations",1,17E30,"Residence, Home (Includes Apartment)",11505,KEEGANS RIDGE,RD,,HOUSTON,77031.0,-95.557342,29.655661
181541724,2024-12-31,21,520,Weapon law violations,1,17E30,"Residence, Home (Includes Apartment)",11505,KEEGANS RIDGE,RD,,HOUSTON,77031.0,-95.557342,29.655661
181541724,2024-12-31,21,90C,Disorderly conduct,1,17E30,"Residence, Home (Includes Apartment)",11505,KEEGANS RIDGE,RD,,HOUSTON,77031.0,-95.557342,29.655661
181544524,2024-12-31,21,13B,Simple assault,1,3B40,"Residence, Home (Includes Apartment)",303,SPELL,,,HOUSTON,77022.0,-95.396935,29.836521
181546724,2024-12-31,21,90Z,All other offenses,1,17E10,"Residence, Home (Includes Apartment)",6500,DUNLAP,ST,,HOUSTON,77074.0,-95.495218,29.708934
181548724,2024-12-31,21,13A,Aggravated Assault,1,14D10,"Residence, Home (Includes Apartment)",4415,PERRY,ST,,HOUSTON,77021.0,-95.351802,29.696136
181581624,2024-12-31,21,13A,Aggravated Assault,1,6B20,"Residence, Home (Includes Apartment)",480,PARKER,RD,W,HOUSTON,77091.0,-95.40605,29.858781
181601224,2024-12-31,21,370,"Pornographs, obscene material",1,10H30,"Residence, Home (Includes Apartment)",2424,CAPITOL,ST,,HOUSTON,77003.0,-95.350941,29.751834
218625,2024-12-31,22,240,Motor vehicle theft,1,18F30,"Highway, Road, Street, Alley",2701,GREENRIDGE,DR,,HOUSTON,77057.0,-95.489853,29.737731
308325,2024-12-31,22,220,"Burglary, Breaking and Entering",1,9C40,"Residence, Home (Includes Apartment)",451,MAXEY,RD,,HOUSTON,77013.0,-95.218648,29.789301
323625,2024-12-31,22,23F,Theft from motor vehicle,1,1A20,"Parking Lot, Garage",409,STRATFORD,,,HOUSTON,77006.0,-95.386171,29.74634
1315925,2024-12-31,22,13C,Intimidation,1,17E40,"Residence, Home (Includes Apartment)",10301,SANDPIPER,DR,,HOUSTON,77096.0,-95.504317,29.668965
181552924,2024-12-31,22,13A,Aggravated Assault,1,3B50,"Residence, Home (Includes Apartment)",620,FIRNAT,,,HOUSTON,77022.0,-95.367048,29.841545
181556224,2024-12-31,22,13B,Simple assault,1,11H40,"Residence, Home (Includes Apartment)",506,AXILDA,ST,,HOUSTON,77017.0,-95.243397,29.698203
181559624,2024-12-31,22,90J,Trespass of real property,1,8C60,"Residence, Home (Includes Apartment)",6019,MOHAWK,ST,,HOUSTON,77016.0,-95.298927,29.877678
181561124,2024-12-31,22,13B,Simple assault,1,3B40,"Residence, Home (Includes Apartment)",303,SPELL,,,HOUSTON,77022.0,-95.396935,29.836521
181566824,2024-12-31,22,13A,Aggravated Assault,1,19G30,"Parking Lot, Garage",6792,SYNOTT,RD,,HOUSTON,77083.0,-95.614779,29.703628
181566824,2024-12-31,22,120,Robbery,1,19G30,"Parking Lot, Garage",6792,SYNOTT,RD,,HOUSTON,77083.0,-95.614779,29.703628
181566824,2024-12-31,22,520,Weapon law violations,1,19G30,"Parking Lot, Garage",6792,SYNOTT,RD,,HOUSTON,77083.0,-95.614779,29.703628
181566824,2024-12-31,22,35A,"Drug, narcotic violations",1,19G30,"Parking Lot, Garage",6792,SYNOTT,RD,,HOUSTON,77083.0,-95.614779,29.703628
181572224,2024-12-31,22,13B,Simple assault,1,1A10,"Highway, Road, Street, Alley",1900,RUSK,ST,,HOUSTON,77010.0,-95.355995,29.75378
181580424,2024-12-31,22,90Z,All other offenses,1,17E40,"Residence, Home (Includes Apartment)",12265,FONDREN,RD,,HOUSTON,77035.0,-95.508291,29.645131
181580724,2024-12-31,22,90C,Disorderly conduct,1,6B40,"Residence, Home (Includes Apartment)",9922,MONTGOMERY,RD,W,HOUSTON,77088.0,-95.451537,29.885602
181581524,2024-12-31,22,13A,Aggravated Assault,1,24C10,"Residence, Home (Includes Apartment)",2223,LAKEVILLE,DR,,HOUSTON,77339.0,-95.21717,30.051231
181581524,2024-12-31,22,13B,Simple assault,1,24C10,"Residence, Home (Includes Apartment)",2223,LAKEVILLE,DR,,HOUSTON,77339.0,-95.21717,30.051231
181585024,2024-12-31,22,13A,Aggravated Assault,1,7C20,"Residence, Home (Includes Apartment)",2302,DES CHAUMES,ST,,HOUSTON,77026.0,-95.338292,29.78291
181585224,2024-12-31,22,13A,Aggravated Assault,2,19G10,"Parking Lot, Garage",10500,SPICE,LN,,HOUSTON,77072.0,-95.564198,29.686509
181605124,2024-12-31,22,220,"Burglary, Breaking and Entering",1,18F20,"Residence, Home (Includes Apartment)",2416,YORKTOWN,ST,,HOUSTON,77056.0,-95.47075,29.742998
74225,2024-12-31,23,13B,Simple assault,1,1A10,Arena/Stadium/Fairgrounds/Coliseum,1204,CAROLINE,ST,,HOUSTON,77002.0,-95.363519,29.753862
74225,2024-12-31,23,23H,All other larceny,1,1A10,Arena/Stadium/Fairgrounds/Coliseum,1204,CAROLINE,ST,,HOUSTON,77002.0,-95.363519,29.753862
181125,2024-12-31,23,13B,Simple assault,1,6B10,"Residence, Home (Includes Apartment)",301,SUNNYSIDE,ST,,HOUSTON,77076.0,-95.396316,29.856531
294325,2024-12-31,23,90C,Disorderly conduct,1,6B20,Park/Playground,5101,T C JESTER,BLVD,,HOUSTON,77018.0,-95.457709,29.841024
2683125,2024-12-31,23,13B,Simple assault,1,16E30,"Residence, Home (Includes Apartment)",6830,LOST THICKET,DR,,HOUSTON,77085.0,-95.488699,29.62947
2683125,2024-12-31,23,13C,Intimidation,0,16E30,"Residence, Home (Includes Apartment)",6830,LOST THICKET,DR,,HOUSTON,77085.0,-95.488699,29.62947
181586924,2024-12-31,23,90C,Disorderly conduct,1,13D20,"Residence, Home (Includes Apartment)",7729,EDNA,ST,,HOUSTON,77087.0,-95.285743,29.684434
181590124,2024-12-31,23,13A,Aggravated Assault,3,3B10,"Residence, Home (Includes Apartment)",5801,SUNFOREST,DR,W,HOUSTON,77092.0,-95.476611,29.849429
181590124,2024-12-31,23,13B,Simple assault,1,3B10,"Residence, Home (Includes Apartment)",5801,SUNFOREST,DR,W,HOUSTON,77092.0,-95.476611,29.849429
181594024,2024-12-31,23,13B,Simple assault,1,12D10,"Residence, Home (Includes Apartment)",9465,CLEARWOOD,ST,,HOUSTON,77075.0,-95.246437,29.632985
181594024,2024-12-31,23,35A,"Drug, narcotic violations",1,12D10,"Residence, Home (Includes Apartment)",9465,CLEARWOOD,ST,,HOUSTON,77075.0,-95.246437,29.632985
181594124,2024-12-31,23,13C,Intimidation,1,8C60,"Residence, Home (Includes Apartment)",11050,VAILVIEW,DR,,HOUSTON,77016.0,-95.289524,29.877234
181594524,2024-12-31,23,13B,Simple assault,1,18F40,"Parking Lot, Garage",2401,GESSNER,RD,S,HOUSTON,77063.0,-95.538348,29.740692
181596824,2024-12-31,23,13B,Simple assault,1,1A20,Convenience Store,402,GRAY,ST,W,HOUSTON,77019.0,-95.386525,29.753434
181600324,2024-12-31,23,90D,Driving under the influence,1,4F10,"Highway, Road, Street, Alley",1300,BUNKER HILL,RD,,HOUSTON,77055.0,-95.531998,29.791786
181601524,2024-12-31,23,13B,Simple assault,1,4F30,"Residence, Home (Includes Apartment)",10947,MAYFIELD,,,HOUSTON,77043.0,-95.572663,29.795544
181603624,2024-12-31,23,13A,Aggravated Assault,1,9C30,"Residence, Home (Includes Apartment)",5830,LAKE HOUSTON,PKWY,S,HOUSTON,77049.0,-95.21016,29.812383
181605824,2024-12-31,23,13A,Aggravated Assault,1,17E20,"Residence, Home (Includes Apartment)",7500,BISSONNET,ST,,HOUSTON,77074.0,-95.513097,29.684561
181607524,2024-12-31,23,90D,Driving under the influence,1,2A50,"Highway, Road, Street, Alley",2032,SANDMAN,ST,,HOUSTON,77007.0,-95.411678,29.778178
181607524,2024-12-31,23,90Z,All other offenses,1,2A50,"Highway, Road, Street, Alley",2032,SANDMAN,ST,,HOUSTON,77007.0,-95.411678,29.778178
181610224,2024-12-31,23,35A,"Drug, narcotic violations",1,16E20,"Residence, Home (Includes Apartment)",3502,DARLINGHURST,DR,,HOUSTON,77045.0,-95.428409,29.624025
181610224,2024-12-31,23,13A,Aggravated Assault,1,16E20,"Residence, Home (Includes Apartment)",3502,DARLINGHURST,DR,,HOUSTON,77045.0,-95.428409,29.624025
181614624,2024-12-31,23,13A,Aggravated Assault,1,14D20,"Parking Lot, Garage",4811,BELLFORT,ST,,HOUSTON,77033.0,-95.355193,29.668941
181614624,2024-12-31,23,520,Weapon law violations,1,14D20,"Parking Lot, Garage",4811,BELLFORT,ST,,HOUSTON,77033.0,-95.355193,29.668941
181614924,2024-12-31,23,90D,Driving under the influence,1,17E30,"Highway, Road, Street, Alley",8827,SOUTHWEST,FWY,,HOUSTON,77074.0,-95.531827,29.68586
181616824,2024-12-31,23,90C,Disorderly conduct,1,8C60,"Residence, Home (Includes Apartment)",11003,TAMWORTH,DR,,HOUSTON,77016.0,-95.288671,29.877104
181617024,2024-12-31,23,220,"Burglary, Breaking and Entering",1,12D10,"Residence, Home (Includes Apartment)",101,EDGEBROOK,DR,E,HOUSTON,77034.0,-95.218626,29.649293
181620224,2024-12-31,23,90Z,All other offenses,1,5F20,"Residence, Home (Includes Apartment)",1514,BINGLE,RD,,HOUSTON,77055.0,-95.500562,29.797544
181620224,2024-12-31,23,13B,Simple assault,1,5F20,"Residence, Home (Includes Apartment)",1514,BINGLE,RD,,HOUSTON,77055.0,-95.500562,29.797544
181620824,2024-12-31,23,90C,Disorderly conduct,1,3B40,"Residence, Home (Includes Apartment)",701,VICTORIA,DR,,HOUSTON,77022.0,-95.38854,29.833788
181620824,2024-12-31,23,35A,"Drug, narcotic violations",1,3B40,"Residence, Home (Includes Apartment)",701,VICTORIA,DR,,HOUSTON,77022.0,-95.38854,29.833788
181620824,2024-12-31,23,35B,Drug equipment violations,1,3B40,"Residence, Home (Includes Apartment)",701,VICTORIA,DR,,HOUSTON,77022.0,-95.38854,29.833788
181621024,2024-12-31,23,13A,Aggravated Assault,1,9C30,"Highway, Road, Street, Alley",13431,LIVE OAK FOREST,,,HOUSTON,77049.0,-95.209478,29.822376
180604124,2024-12-30,0,23F,Theft from motor vehicle,1,12D10,"Parking Lot, Garage",12200,GULF,FWY,,HOUSTON,77075.0,-95.22311,29.62203
180605024,2024-12-30,0,220,"Burglary, Breaking and Entering",1,1A20,"Residence, Home (Includes Apartment)",1710,CUSHING,ST,,HOUSTON,77019.0,-95.379538,29.75321
180608324,2024-12-30,0,290,"Destruction, damage, vandalism",1,11H10,"Residence, Home (Includes Apartment)",222,66TH,ST,N,HOUSTON,77011.0,-95.309718,29.739379
180610324,2024-12-30,0,13B,Simple assault,1,15E30,"Residence, Home (Includes Apartment)",3930,OMEARA,DR,,HOUSTON,77025.0,-95.438944,29.672184
180610524,2024-12-30,0,13C,Intimidation,1,19G40,"Residence, Home (Includes Apartment)",11547,BEECHNUT,ST,,HOUSTON,77072.0,-95.582057,29.688897
180610924,2024-12-30,0,23F,Theft from motor vehicle,1,10H30,"Highway, Road, Street, Alley",1201,HUTCHINS,ST,,HOUSTON,77003.0,-95.355803,29.749242
180612324,2024-12-30,0,13B,Simple assault,2,12D40,"Residence, Home (Includes Apartment)",960,FM 1959,RD,,HOUSTON,77598.0,-95.181707,29.589007
180614924,2024-12-30,0,13C,Intimidation,2,9C40,"Residence, Home (Includes Apartment)",12200,FLEMING,DR,,HOUSTON,77013.0,-95.221072,29.775749
180614924,2024-12-30,0,220,"Burglary, Breaking and Entering",1,9C40,"Residence, Home (Includes Apartment)",12200,FLEMING,DR,,HOUSTON,77013.0,-95.221072,29.775749
180616024,2024-12-30,0,90D,Driving under the influence,1,2A30,"Highway, Road, Street, Alley",4700,KATY,FWY,,HOUSTON,77007.0,-95.408493,29.77799
180616524,2024-12-30,0,13C,Intimidation,1,17E30,"Residence, Home (Includes Apartment)",10750,WESTBRAE,PKWY,,HOUSTON,77031.0,-95.532907,29.66331
180616624,2024-12-30,0,13C,Intimidation,1,18F30,"Parking Lot, Garage",6134,WESTHEIMER,RD,,HOUSTON,77057.0,-95.491154,29.73772
180616724,2024-12-30,0,290,"Destruction, damage, vandalism",1,14D10,"Highway, Road, Street, Alley",6752,PEERLESS,ST,,HOUSTON,77021.0,-95.371624,29.699296
180618524,2024-12-30,0,120,Robbery,1,1A10,"Highway, Road, Street, Alley",1515,RUSK,ST,,HOUSTON,77002.0,-95.359306,29.755786
180618824,2024-12-30,0,13B,Simple assault,1,10H40,"Highway, Road, Street, Alley",1226,WHEELER,ST,,HOUSTON,77004.0,-95.381012,29.732958
180621424,2024-12-30,0,90Z,All other offenses,1,18F30,"Residence, Home (Includes Apartment)",3737,HILLCROFT,AVE,,HOUSTON,77057.0,-95.501083,29.725293
180621424,2024-12-30,0,290,"Destruction, damage, vandalism",1,18F30,"Residence, Home (Includes Apartment)",3737,HILLCROFT,AVE,,HOUSTON,77057.0,-95.501083,29.725293
180622324,2024-12-30,0,120,Robbery,1,1A20,"Highway, Road, Street, Alley",299,GRAY,ST,W,HOUSTON,77019.0,-95.385606,29.753445
180691724,2024-12-30,0,23F,Theft from motor vehicle,1,19G30,"Residence, Home (Includes Apartment)",6218,MEADWAY,DR,,HOUSTON,77072.0,-95.608925,29.711649
180732424,2024-12-30,0,220,"Burglary, Breaking and Entering",1,7C30,"Commercial, Office Building",2920,TIDWELL,RD,,HOUSTON,77093.0,-95.340936,29.848185
180834624,2024-12-30,0,220,"Burglary, Breaking and Entering",1,7C30,"Commercial, Office Building",2920,TIDWELL,RD,,HOUSTON,77093.0,-95.340936,29.848185
180896624,2024-12-30,0,26B,"Credit card, ATM fraud",1,6B40,Convenience Store,8935,VETERANS MEMORIAL,DR,,HOUSTON,77088.0,-95.424068,29.891313
180921324,2024-12-30,0,220,"Burglary, Breaking and Entering",1,15E10,"Residence, Home (Includes Apartment)",5922,GRAPE,ST,,HOUSTON,77074.0,-95.496103,29.68536
180921324,2024-12-30,0,290,"Destruction, damage, vandalism",1,15E10,"Residence, Home (Includes Apartment)",5922,GRAPE,ST,,HOUSTON,77074.0,-95.496103,29.68536
181005624,2024-12-30,0,11D,Forcible fondling,1,11H40,"Bar, Nightclub",1500-1599,AHRENS,ST,,HOUSTON,77017.0,-95.245715,29.687754
181290724,2024-12-30,0,26F,Identify theft,1,1A40,"Other, Unknown",2100,WILLOWICK,RD,,HOUSTON,77027.0,-95.441688,29.746218
181296224,2024-12-30,0,290,"Destruction, damage, vandalism",1,5F30,"Parking Lot, Garage",7500,PINEMONT,DR,,HOUSTON,77040.0,-95.504423,29.841348
181296224,2024-12-30,0,23F,Theft from motor vehicle,1,5F30,"Parking Lot, Garage",7500,PINEMONT,DR,,HOUSTON,77040.0,-95.504423,29.841348
527225,2024-12-30,1,220,"Burglary, Breaking and Entering",1,20G40,"Residence, Home (Includes Apartment)",2310,CRESCENT PARK,DR,,HOUSTON,77077.0,-95.58518,29.740959
180624424,2024-12-30,1,290,"Destruction, damage, vandalism",1,22B40,Restaurant,7106,WILL CLAYTON,PKWY,,HOUSTON,77338.0,-95.281261,29.982752
180626824,2024-12-30,1,13A,Aggravated Assault,1,7C30,"Highway, Road, Street, Alley",7101,SCHULLER,RD,,HOUSTON,77093.0,-95.340629,29.823717
180629324,2024-12-30,1,13C,Intimidation,1,18F30,"Residence, Home (Includes Apartment)",1617,FOUNTAIN VIEW,DR,,HOUSTON,77057.0,-95.485899,29.751195
180629624,2024-12-30,1,290,"Destruction, damage, vandalism",1,1A20,"Residence, Home (Includes Apartment)",3405,AUDUBON,PL,,HOUSTON,77006.0,-95.386517,29.742287
180631424,2024-12-30,1,13B,Simple assault,2,18F30,"Residence, Home (Includes Apartment)",5702,FAIRDALE,LN,,HOUSTON,77057.0,-95.478774,29.733128
180632424,2024-12-30,1,240,Motor vehicle theft,1,22B20,"Parking Lot, Garage",501,GREENS,RD,,HOUSTON,77060.0,-95.403972,29.950475
180633024,2024-12-30,1,13A,Aggravated Assault,1,11H20,"Service, Gas Station",1225,BROADWAY,ST,,HOUSTON,77012.0,-95.278185,29.714453
180634024,2024-12-30,1,23G,Theft of motor vehicle parts or accessory,1,12D20,"Parking Lot, Garage",11881,GULF POINTE,DR,,HOUSTON,77089.0,-95.212085,29.607175
180638624,2024-12-30,1,290,"Destruction, damage, vandalism",1,12D10,"Residence, Home (Includes Apartment)",1402,ROPER,ST,,HOUSTON,77034.0,-95.244496,29.648549
180645724,2024-12-30,1,13B,Simple assault,1,HCSO,"Residence, Home (Includes Apartment)",11401,TRICKEY,RD,,HARRIS CO,77067.0,-95.444776,29.946036
180677524,2024-12-30,1,240,Motor vehicle theft,1,15E40,"Residence, Home (Includes Apartment)",7675,PHOENIX,DR,,HOUSTON,77030.0,-95.403562,29.699426
180677624,2024-12-30,1,23G,Theft of motor vehicle parts or accessory,1,5F30,"Parking Lot, Garage",9550,WINGFOOT,RD,W,HOUSTON,77041.0,-95.528939,29.839944
181150124,2024-12-30,1,13C,Intimidation,1,15E10,"Residence, Home (Includes Apartment)",5490,BRAESVALLEY,DR,,HOUSTON,77096.0,-95.483475,29.679141
181391524,2024-12-30,1,23F,Theft from motor vehicle,1,19G30,"Highway, Road, Street, Alley",12551,ASHFORD RIVER,,,HOUSTON,77072.0,-95.601814,29.692254
180641524,2024-12-30,2,90D,Driving under the influence,1,10H60,"Highway, Road, Street, Alley",2401,ROSEWOOD,ST,,HOUSTON,77004.0,-95.371467,29.726301
180641924,2024-12-30,2,13B,Simple assault,1,10H20,"Residence, Home (Includes Apartment)",1556,GODWIN,,,HOUSTON,77023.0,-95.32749,29.726268
180642624,2024-12-30,2,35A,"Drug, narcotic violations",1,20G80,"Highway, Road, Street, Alley",2000,ELDRIDGE,PKWY,,HOUSTON,77077.0,-95.625,29.746719
180643224,2024-12-30,2,13B,Simple assault,1,2A50,"Parking Lot, Garage",5317,WASHINGTON,AVE,,HOUSTON,77007.0,-95.415352,29.770521
180643424,2024-12-30,2,220,"Burglary, Breaking and Entering",1,10H80,"Drug Store, Doctors Office, Hospital",4101,GREENBRIAR,DR,,HOUSTON,77098.0,-95.412824,29.729722
180643724,2024-12-30,2,13C,Intimidation,1,18F20,"Parking Lot, Garage",3323,MCCUE,RD,,HOUSTON,77056.0,-95.464196,29.731316
180643924,2024-12-30,2,11A,Forcible rape,1,20G70,"Residence, Home (Includes Apartment)",12700-12799,WHITTINGTON,DR,,HOUSTON,77077.0,-95.610174,29.746415
180644124,2024-12-30,2,13A,Aggravated Assault,1,11H30,"Residence, Home (Includes Apartment)",8360,PARK PLACE,BLVD,,HOUSTON,77017.0,-95.267663,29.692887
180644124,2024-12-30,2,220,"Burglary, Breaking and Entering",1,11H30,"Residence, Home (Includes Apartment)",8360,PARK PLACE,BLVD,,HOUSTON,77017.0,-95.267663,29.692887
180644324,2024-12-30,2,220,"Burglary, Breaking and Entering",1,3B30,Restaurant,3510,ELLA,BLVD,,HOUSTON,77018.0,-95.429495,29.819652
180646524,2024-12-30,2,35A,"Drug, narcotic violations",1,19G10,"Highway, Road, Street, Alley",7945,WILCREST,DR,,HOUSTON,77072.0,-95.570981,29.691324
180646724,2024-12-30,2,13C,Intimidation,1,1A50,"Residence, Home (Includes Apartment)",4100,SOUTHWEST,FWY,,HOUSTON,77027.0,-95.444119,29.729521
