Inc+A1:F52ident,RMSOccurrenceDate,RMSOccurrenceHour,NIBRSClass,NIBRSDescription,OffenseCount,Beat,Premise,StreetNo,StreetName,StreetType,Suffix,City,ZIPCode,MapLongitude,MapLatitude
179187924,2024-12-26,22,26A,"False pretenses, swindle",1,1A20,Restaurant,888,WESTHEIMER,RD,,HOUSTON,77006.0,-95.390345,29.744679
179188024,2024-12-26,22,13A,Aggravated Assault,1,4F10,"Residence, Home (Includes Apartment)",1221,CEDAR POST,LN,,HOUSTON,77055.0,-95.523589,29.789894
179188024,2024-12-26,22,90Z,All other offenses,1,4F10,"Residence, Home (Includes Apartment)",1221,CEDAR POST,LN,,HOUSTON,77055.0,-95.523589,29.789894
179188424,2024-12-26,22,90J,Trespass of real property,1,11H10,"Residence, Home (Includes Apartment)",6633,PARK,LN,,HOUSTON,77023.0,-95.311431,29.721363
179189024,2024-12-26,22,90D,Driving under the influence,1,20G80,"Highway, Road, Street, Alley",2499,SH 6,,S,HOUSTON,77077.0,-95.644072,29.735589
179199924,2024-12-26,22,23F,Theft from motor vehicle,1,1A30,"Highway, Road, Street, Alley",1601,RICHMOND,AVE,,HOUSTON,77006.0,-95.399587,29.734408
179237624,2024-12-26,22,23F,Theft from motor vehicle,1,18F30,"Parking Lot, Garage",6009,RICHMOND,AVE,,HOUSTON,77057.0,-95.48476,29.731532
179238824,2024-12-26,22,23F,Theft from motor vehicle,1,10H40,"Highway, Road, Street, Alley",2211,TRAVIS,ST,,HOUSTON,77002.0,-95.372992,29.748391
179263224,2024-12-26,22,240,Motor vehicle theft,1,22B20,"Hotel, Motel, ETC",12010,KUYKENDAHL,RD,,HOUSTON,77067.0,-95.419305,29.958367
179285524,2024-12-26,22,290,"Destruction, damage, vandalism",1,13D20,Speciality Store,7994,BELLFORT,ST,,HOUSTON,77061.0,-95.268291,29.675315
179309424,2024-12-26,22,23F,Theft from motor vehicle,1,6B30,"Residence, Home (Includes Apartment)",3502,VEGA,ST,,HOUSTON,77088.0,-95.457621,29.881883
179309424,2024-12-26,22,240,Motor vehicle theft,1,6B30,"Residence, Home (Includes Apartment)",3502,VEGA,ST,,HOUSTON,77088.0,-95.457621,29.881883
179323924,2024-12-26,22,23F,Theft from motor vehicle,1,12D60,"Residence, Home (Includes Apartment)",15223,STRADBROOK,DR,,HOUSTON,77062.0,-95.144009,29.568616
179330024,2024-12-26,22,23G,Theft of motor vehicle parts or accessory,1,22B40,"Highway, Road, Street, Alley",7206,OAK VILLAGE,DR,,HOUSTON,77396.0,-95.280665,29.935635
179457024,2024-12-26,22,290,"Destruction, damage, vandalism",1,11H20,"Parking Lot, Garage",7220,PATRICIA,LN,,HOUSTON,77012.0,-95.288746,29.704439
179495924,2024-12-26,22,23H,All other larceny,1,4F30,"Department, Discount Store",10750,WESTVIEW,DR,,HOUSTON,77043.0,-95.565111,29.790794
179518524,2024-12-26,22,290,"Destruction, damage, vandalism",1,10H40,"Residence, Home (Includes Apartment)",4001,FANNIN,ST,,HOUSTON,77004.0,-95.380194,29.735996
179518524,2024-12-26,22,23G,Theft of motor vehicle parts or accessory,1,10H40,"Residence, Home (Includes Apartment)",4001,FANNIN,ST,,HOUSTON,77004.0,-95.380194,29.735996
179592424,2024-12-26,22,220,"Burglary, Breaking and Entering",1,9C20,"Residence, Home (Includes Apartment)",7316,ALDERSON,ST,,HOUSTON,77020.0,-95.296217,29.786956
607925,2024-12-26,23,240,Motor vehicle theft,1,7C20,"Parking Lot, Garage",3511,EASTEX,FWY,,HOUSTON,77026.0,-95.340265,29.794692
179190324,2024-12-26,23,23F,Theft from motor vehicle,1,1A50,"Parking Lot, Garage",5008,KIRBY,DR,,HOUSTON,77005.0,-95.418617,29.727539
179190724,2024-12-26,23,90J,Trespass of real property,1,11H20,Convenience Store,2519,BROADWAY,ST,,HOUSTON,77012.0,-95.277954,29.704494
179190824,2024-12-26,23,13B,Simple assault,1,1A10,"Hotel, Motel, ETC",1700,SMITH,ST,,HOUSTON,77002.0,-95.372578,29.753736
179192124,2024-12-26,23,240,Motor vehicle theft,1,24C30,"Residence, Home (Includes Apartment)",2307,FOREST GARDEN,DR,,HOUSTON,77345.0,-95.172434,30.047657
179192124,2024-12-26,23,220,"Burglary, Breaking and Entering",1,24C30,"Residence, Home (Includes Apartment)",2307,FOREST GARDEN,DR,,HOUSTON,77345.0,-95.172434,30.047657
179192124,2024-12-26,23,290,"Destruction, damage, vandalism",1,24C30,"Residence, Home (Includes Apartment)",2307,FOREST GARDEN,DR,,HOUSTON,77345.0,-95.172434,30.047657
179192624,2024-12-26,23,13B,Simple assault,1,22B30,"Parking Lot, Garage",1,GOODSON,DR,,HOUSTON,77060.0,-95.407062,29.925148
179193324,2024-12-26,23,23C,Shoplifting,1,19G10,Convenience Store,8181,SAM HOUSTON,PKWY,W,HOUSTON,77072.0,-95.556751,29.689958
179197624,2024-12-26,23,23F,Theft from motor vehicle,1,2A30,"Highway, Road, Street, Alley",1433,SHEPHERD,DR,N,HOUSTON,77008.0,-95.410019,29.79667
179198124,2024-12-26,23,13B,Simple assault,3,12D50,"Bar, Nightclub",1237,CLEAR LAKE CITY,BLVD,,HOUSTON,77062.0,-95.152929,29.582391
179199424,2024-12-26,23,13B,Simple assault,1,1A10,"Highway, Road, Street, Alley",412,MAIN,ST,,HOUSTON,77002.0,-95.361526,29.7614
179200124,2024-12-26,23,13B,Simple assault,1,21I10,"Airplane, Bus,Train Terminal",2800,TERMINAL,RD,N,HOUSTON,77032.0,-95.35243,29.987347
179200824,2024-12-26,23,13A,Aggravated Assault,1,14D30,"Residence, Home (Includes Apartment)",5784,BELLFORT,ST,,HOUSTON,77033.0,-95.333377,29.666413
179202824,2024-12-26,23,13B,Simple assault,1,19G50,"Residence, Home (Includes Apartment)",9638,PLAINFIELD,,,HOUSTON,77036.0,-95.546062,29.675159
179203524,2024-12-26,23,240,Motor vehicle theft,1,2A10,"Highway, Road, Street, Alley",1201,GENOVA,ST,,HOUSTON,77009.0,-95.356117,29.784945
179204124,2024-12-26,23,23C,Shoplifting,1,22B30,"Service, Gas Station",742,SAM HOUSTON,PKWY,N,HOUSTON,77060.0,-95.384426,29.938411
179204624,2024-12-26,23,35A,"Drug, narcotic violations",1,17E30,"Parking Lot, Garage",9034,BELLFORT,AVE,W,HOUSTON,77031.0,-95.534983,29.656325
179205324,2024-12-26,23,13C,Intimidation,1,14D20,"Residence, Home (Includes Apartment)",5226,JEZEBEL,,,HOUSTON,77033.0,-95.346652,29.648816
179207124,2024-12-26,23,13A,Aggravated Assault,1,13D20,"Residence, Home (Includes Apartment)",8501,BROADWAY,ST,,HOUSTON,77061.0,-95.27699,29.66784
179217424,2024-12-26,23,23F,Theft from motor vehicle,1,10H20,"Parking Lot, Garage",1901,CULLEN,BLVD,,HOUSTON,77023.0,-95.34111,29.734175
179222424,2024-12-26,23,220,"Burglary, Breaking and Entering",1,15E30,Speciality Store,4645,BEECHNUT,ST,,HOUSTON,77096.0,-95.456675,29.689128
179244524,2024-12-26,23,23F,Theft from motor vehicle,1,22B10,"Parking Lot, Garage",17776,TOMBALL,PKWY,,HOUSTON,77070.0,-95.546538,29.960675
179259524,2024-12-26,23,220,"Burglary, Breaking and Entering",1,21I50,"Government, Public Building",16146,GREENVIEW,DR,,HOUSTON,77032.0,-95.351003,29.95512
179293524,2024-12-26,23,23F,Theft from motor vehicle,1,12D60,"Residence, Home (Includes Apartment)",707,HEATHGATE,DR,,HOUSTON,77062.0,-95.142859,29.57212
179330724,2024-12-26,23,23H,All other larceny,1,4F10,"Parking Lot, Garage",10220,KATY,FWY,,HOUSTON,77043.0,-95.549659,29.785063
179339224,2024-12-26,23,290,"Destruction, damage, vandalism",1,14D50,"Residence, Home (Includes Apartment)",6412,OSPREY,DR,,HOUSTON,77048.0,-95.31625,29.644464
179339224,2024-12-26,23,13A,Aggravated Assault,1,14D50,"Residence, Home (Includes Apartment)",6412,OSPREY,DR,,HOUSTON,77048.0,-95.31625,29.644464
179498924,2024-12-26,23,23F,Theft from motor vehicle,1,12D70,"Residence, Home (Includes Apartment)",403,LOST ROCK,DR,,HOUSTON,77598.0,-95.140964,29.55107
179539224,2024-12-26,23,23G,Theft of motor vehicle parts or accessory,1,18F40,"Residence, Home (Includes Apartment)",2301,LAZY HOLLOW,DR,,HOUSTON,77063.0,-95.517249,29.741167
178430324,2024-12-25,0,520,Weapon law violations,1,13D20,"Residence, Home (Includes Apartment)",8218,GLENVISTA,ST,,HOUSTON,77061.0,-95.269098,29.668625
178433624,2024-12-25,0,35A,"Drug, narcotic violations",1,3B10,"Highway, Road, Street, Alley",4906,43RD,ST,W,HOUSTON,77092.0,-95.462956,29.832528
178433624,2024-12-25,0,13B,Simple assault,1,3B10,"Highway, Road, Street, Alley",4906,43RD,ST,W,HOUSTON,77092.0,-95.462956,29.832528
178436324,2024-12-25,0,23F,Theft from motor vehicle,1,2A50,"Residence, Home (Includes Apartment)",1500,MEMORIAL,LP,W,HOUSTON,77007.0,-95.434522,29.776735
178440324,2024-12-25,0,13A,Aggravated Assault,1,17E10,"Residence, Home (Includes Apartment)",5909,GLENMONT,DR,,HOUSTON,77081.0,-95.485146,29.720048
178443724,2024-12-25,0,13B,Simple assault,2,1A10,Park/Playground,1500,MCKINNEY,ST,,HOUSTON,77010.0,-95.360522,29.754299
178452824,2024-12-25,0,13B,Simple assault,1,11H10,"Parking Lot, Garage",6113,GULF,FWY,,HOUSTON,77023.0,-95.310289,29.712219
178454324,2024-12-25,0,290,"Destruction, damage, vandalism",1,18F30,"Residence, Home (Includes Apartment)",6505,WESTHEIMER,RD,,HOUSTON,77057.0,-95.498756,29.737623
178456624,2024-12-25,0,520,Weapon law violations,1,17E10,"Highway, Road, Street, Alley",6400,WESTWARD,ST,,HOUSTON,77081.0,-95.493058,29.711586
178458924,2024-12-25,0,13A,Aggravated Assault,1,20G40,"Residence, Home (Includes Apartment)",2410,KIRKWOOD,RD,S,HOUSTON,77077.0,-95.588662,29.738865
178460624,2024-12-25,0,13B,Simple assault,1,9C10,"Residence, Home (Includes Apartment)",8610,GUINEVERE,,,HOUSTON,77029.0,-95.272008,29.760259
178460824,2024-12-25,0,90D,Driving under the influence,1,5F30,"Highway, Road, Street, Alley",13552,US 290,FWY,,HOUSTON,77040.0,-95.509584,29.851339
178463924,2024-12-25,0,290,"Destruction, damage, vandalism",1,1A50,"Drug Store, Doctors Office, Hospital",3745,WESTHEIMER,RD,,HOUSTON,77027.0,-95.440212,29.741675
178465924,2024-12-25,0,35A,"Drug, narcotic violations",1,20G60,"Highway, Road, Street, Alley",16001,IH 10,FWY,W,HOUSTON,77094.0,-95.662983,29.784798
178481024,2024-12-25,0,90Z,All other offenses,1,5F20,"Residence, Home (Includes Apartment)",9225,LONG POINT,RD,,HOUSTON,77055.0,-95.518256,29.7993
178481024,2024-12-25,0,13A,Aggravated Assault,1,5F20,"Residence, Home (Includes Apartment)",9225,LONG POINT,RD,,HOUSTON,77055.0,-95.518256,29.7993
178481024,2024-12-25,0,290,"Destruction, damage, vandalism",1,5F20,"Residence, Home (Includes Apartment)",9225,LONG POINT,RD,,HOUSTON,77055.0,-95.518256,29.7993
178486824,2024-12-25,0,13A,Aggravated Assault,3,19G40,"Parking Lot, Garage",12600,BROOKGLADE,CIR,,HOUSTON,77099.0,-95.600049,29.67988
178571424,2024-12-25,0,240,Motor vehicle theft,1,4F10,"Parking Lot, Garage",10011,HANKA,DR,,HOUSTON,77080.0,-95.541183,29.796156
178571424,2024-12-25,0,290,"Destruction, damage, vandalism",1,4F10,"Parking Lot, Garage",10011,HANKA,DR,,HOUSTON,77080.0,-95.541183,29.796156
178578024,2024-12-25,0,13A,Aggravated Assault,1,7C20,"Residence, Home (Includes Apartment)",2216,RUSSELL,,,HOUSTON,77026.0,-95.33097,29.782109
178665724,2024-12-25,0,26F,Identify theft,1,5F30,"Hotel, Motel, ETC",6708,GESSNER,RD,,HOUSTON,77040.0,-95.541611,29.864746
178467624,2024-12-25,1,13A,Aggravated Assault,1,14D10,"Residence, Home (Includes Apartment)",3406,DAPHNE,ST,,HOUSTON,77021.0,-95.370492,29.697902
178469824,2024-12-25,1,13A,Aggravated Assault,2,13D20,"Residence, Home (Includes Apartment)",7710,ROCKHILL,,,HOUSTON,77061.0,-95.280726,29.664909
178470324,2024-12-25,1,13A,Aggravated Assault,2,15E10,"Residence, Home (Includes Apartment)",9109,FONDREN,RD,,HOUSTON,77074.0,-95.508675,29.679525
178471324,2024-12-25,1,13A,Aggravated Assault,2,17E30,"Residence, Home (Includes Apartment)",9001,BRAESWOOD,BLVD,S,HOUSTON,77074.0,-95.534079,29.673289
178471824,2024-12-25,1,290,"Destruction, damage, vandalism",1,9C30,"Department, Discount Store",4939,MCCARTY,ST,N,HOUSTON,77013.0,-95.264216,29.805399
178472424,2024-12-25,1,90C,Disorderly conduct,1,13D20,Abandoned/Condemned Structure,8301,BROADWAY,ST,,HOUSTON,77061.0,-95.277098,29.672311
178472424,2024-12-25,1,290,"Destruction, damage, vandalism",1,13D20,Abandoned/Condemned Structure,8301,BROADWAY,ST,,HOUSTON,77061.0,-95.277098,29.672311
178473524,2024-12-25,1,13A,Aggravated Assault,1,13D10,"Residence, Home (Includes Apartment)",6519,SLOAN,ST,,HOUSTON,77087.0,-95.311435,29.69463
178473624,2024-12-25,1,13B,Simple assault,2,4F20,"Residence, Home (Includes Apartment)",10580,HAMMERLY,BLVD,,HOUSTON,77043.0,-95.556562,29.812683
178474024,2024-12-25,1,13A,Aggravated Assault,1,4F10,"Parking Lot, Garage",1711,GESSNER,RD,,HOUSTON,77080.0,-95.544989,29.80371
178474224,2024-12-25,1,13C,Intimidation,1,22B20,"Residence, Home (Includes Apartment)",501,GREENS,RD,,HOUSTON,77060.0,-95.403972,29.950475
178476824,2024-12-25,1,13B,Simple assault,1,3B50,"Highway, Road, Street, Alley",3730,IH 45,FWY,N,HOUSTON,77022.0,-95.377564,29.819122
178481724,2024-12-25,1,13B,Simple assault,1,1A20,"Residence, Home (Includes Apartment)",3703,ROSELAND,,,HOUSTON,77006.0,-95.389873,29.739536
178481724,2024-12-25,1,35A,"Drug, narcotic violations",1,1A20,"Residence, Home (Includes Apartment)",3703,ROSELAND,,,HOUSTON,77006.0,-95.389873,29.739536
178484024,2024-12-25,1,13A,Aggravated Assault,4,8C40,"Residence, Home (Includes Apartment)",9110,TIDWELL,RD,,HOUSTON,77078.0,-95.257535,29.850077
178485124,2024-12-25,1,13B,Simple assault,1,7C30,"Residence, Home (Includes Apartment)",3014,TOLIVER,,,HOUSTON,77093.0,-95.340483,29.830587
178486124,2024-12-25,1,220,"Burglary, Breaking and Entering",1,7C30,"Commercial, Office Building",9230,JENSEN,DR,,HOUSTON,77093.0,-95.342886,29.845588
178489624,2024-12-25,1,13B,Simple assault,1,12D10,"Residence, Home (Includes Apartment)",1201,REDFORD,ST,,HOUSTON,77034.0,-95.240873,29.644603
178489824,2024-12-25,1,13A,Aggravated Assault,1,10H60,"Residence, Home (Includes Apartment)",3434,MACGREGOR,WAY,S,HOUSTON,77004.0,-95.366334,29.709448
178492124,2024-12-25,1,13A,Aggravated Assault,2,15E40,"Residence, Home (Includes Apartment)",10000,FANNIN,ST,,HOUSTON,77045.0,-95.40493,29.661108
178492124,2024-12-25,1,290,"Destruction, damage, vandalism",1,15E40,"Residence, Home (Includes Apartment)",10000,FANNIN,ST,,HOUSTON,77045.0,-95.40493,29.661108
178495224,2024-12-25,1,13B,Simple assault,1,16E20,"Residence, Home (Includes Apartment)",3475,ROCKRILL,DR,,HOUSTON,77045.0,-95.429384,29.640594
178597124,2024-12-25,1,290,"Destruction, damage, vandalism",1,19G30,Restaurant,12313,BELLAIRE,BLVD,,HOUSTON,77072.0,-95.596955,29.703591
178597124,2024-12-25,1,220,"Burglary, Breaking and Entering",1,19G30,Restaurant,12313,BELLAIRE,BLVD,,HOUSTON,77072.0,-95.596955,29.703591
178857424,2024-12-25,1,290,"Destruction, damage, vandalism",1,18F60,"Parking Lot, Garage",5810,FONDREN,RD,,HOUSTON,77036.0,-95.520001,29.717531
179350624,2024-12-25,1,23H,All other larceny,1,13D20,"Residence, Home (Includes Apartment)",7950,BELLFORT,ST,,HOUSTON,77061.0,-95.271129,29.673189
179556324,2024-12-25,1,23H,All other larceny,1,19G10,"Residence, Home (Includes Apartment)",7502,CORPORATE,DR,,HOUSTON,77036.0,-95.552247,29.698442
180881124,2024-12-25,1,220,"Burglary, Breaking and Entering",1,15E30,"Commercial, Office Building",3141,HOLCOMBE,BLVD,W,HOUSTON,77025.0,-95.426572,29.706094
181362724,2024-12-25,1,23H,All other larceny,1,7C10,Construction Site,1810,SEMMES,,,HOUSTON,77026.0,-95.348058,29.777719
178496424,2024-12-25,2,13B,Simple assault,2,16E30,"Residence, Home (Includes Apartment)",5514,POST OAK MANOR,DR,,HOUSTON,77085.0,-95.466989,29.632018
178496424,2024-12-25,2,240,Motor vehicle theft,1,16E30,"Residence, Home (Includes Apartment)",5514,POST OAK MANOR,DR,,HOUSTON,77085.0,-95.466989,29.632018
178498624,2024-12-25,2,13A,Aggravated Assault,1,14D20,"Highway, Road, Street, Alley",4600,BRISCOE,ST,,HOUSTON,77051.0,-95.357387,29.672074
178503224,2024-12-25,2,90D,Driving under the influence,1,1A50,"Highway, Road, Street, Alley",4990,US 59,FWY,S,HOUSTON,77027.0,-95.460227,29.728999
178503924,2024-12-25,2,220,"Burglary, Breaking and Entering",1,7C20,"Residence, Home (Includes Apartment)",2512,MELBOURNE,,,HOUSTON,77026.0,-95.345194,29.816896
178506124,2024-12-25,2,13B,Simple assault,1,11H20,"Residence, Home (Includes Apartment)",7114,KERNEL,ST,,HOUSTON,77087.0,-95.292026,29.70932
178508024,2024-12-25,2,290,"Destruction, damage, vandalism",1,16E30,"Highway, Road, Street, Alley",13431,POST OAK,RD,S,HOUSTON,77085.0,-95.463611,29.631802
178508324,2024-12-25,2,290,"Destruction, damage, vandalism",1,14D50,"Residence, Home (Includes Apartment)",5900,SELINSKY,RD,,HOUSTON,77048.0,-95.327628,29.637543
178508924,2024-12-25,2,220,"Burglary, Breaking and Entering",1,9C40,"Department, Discount Store",1506,FEDERAL,RD,,HOUSTON,77015.0,-95.213035,29.761925
178509124,2024-12-25,2,13A,Aggravated Assault,1,14D50,"Residence, Home (Includes Apartment)",6226,SCARLET,DR,,HOUSTON,77048.0,-95.319168,29.647799
178509124,2024-12-25,2,35A,"Drug, narcotic violations",1,14D50,"Residence, Home (Includes Apartment)",6226,SCARLET,DR,,HOUSTON,77048.0,-95.319168,29.647799
178509124,2024-12-25,2,520,Weapon law violations,1,14D50,"Residence, Home (Includes Apartment)",6226,SCARLET,DR,,HOUSTON,77048.0,-95.319168,29.647799
178509624,2024-12-25,2,290,"Destruction, damage, vandalism",1,4F20,"Residence, Home (Includes Apartment)",10526,CLEAR COVE,LN,,HOUSTON,77041.0,-95.552376,29.834517
178511524,2024-12-25,2,13A,Aggravated Assault,1,8C60,"Residence, Home (Includes Apartment)",7201,GLEASON,RD,,HOUSTON,77016.0,-95.29945,29.863889
178511524,2024-12-25,2,23H,All other larceny,1,8C60,"Residence, Home (Includes Apartment)",7201,GLEASON,RD,,HOUSTON,77016.0,-95.29945,29.863889
178511524,2024-12-25,2,290,"Destruction, damage, vandalism",1,8C60,"Residence, Home (Includes Apartment)",7201,GLEASON,RD,,HOUSTON,77016.0,-95.29945,29.863889
178511624,2024-12-25,2,290,"Destruction, damage, vandalism",1,6B40,"Residence, Home (Includes Apartment)",9003,INDIAN RIVER,DR,,HOUSTON,77088.0,-95.415503,29.889556
178512024,2024-12-25,2,13B,Simple assault,1,14D20,"Residence, Home (Includes Apartment)",7402,CALHOUN,RD,,HOUSTON,77033.0,-95.352069,29.679348
178520924,2024-12-25,2,520,Weapon law violations,1,17E30,"Residence, Home (Includes Apartment)",8901,BRAESWOOD,BLVD,S,HOUSTON,77074.0,-95.533036,29.67245
178539024,2024-12-25,2,13A,Aggravated Assault,2,19G50,"Bar, Nightclub",11581,WILCREST,DR,S,HOUSTON,77099.0,-95.570475,29.653804
178624624,2024-12-25,2,290,"Destruction, damage, vandalism",1,18F30,"Parking Lot, Garage",6419,SKYLINE,DR,,HOUSTON,77057.0,-95.498538,29.728121
178639424,2024-12-25,2,240,Motor vehicle theft,1,6B30,"Highway, Road, Street, Alley",5700,LOST FOREST,DR,,HOUSTON,77092.0,-95.478513,29.850305
178643024,2024-12-25,2,290,"Destruction, damage, vandalism",1,4F10,"Parking Lot, Garage",10011,HANKA,DR,,HOUSTON,77080.0,-95.541183,29.796156
178651024,2024-12-25,2,23F,Theft from motor vehicle,1,17E40,"Parking Lot, Garage",10402,SANDPIPER,DR,,HOUSTON,77096.0,-95.504324,29.668217
178847124,2024-12-25,2,220,"Burglary, Breaking and Entering",1,9C20,Restaurant,1700,WAYSIDE,DR,N,HOUSTON,77020.0,-95.291558,29.778231
178512424,2024-12-25,3,90D,Driving under the influence,1,2A50,"Highway, Road, Street, Alley",5416,KATY,FWY,,HOUSTON,77007.0,-95.419027,29.777925
178512624,2024-12-25,3,13B,Simple assault,1,7C20,"Highway, Road, Street, Alley",3405,CRANE,ST,,HOUSTON,77026.0,-95.335983,29.796622
178523824,2024-12-25,3,90Z,All other offenses,1,15E10,"Highway, Road, Street, Alley",9038,SANDPIPER,DR,,HOUSTON,77074.0,-95.50577,29.679793
178523824,2024-12-25,3,13B,Simple assault,1,15E10,"Highway, Road, Street, Alley",9038,SANDPIPER,DR,,HOUSTON,77074.0,-95.50577,29.679793
178525224,2024-12-25,3,13B,Simple assault,1,15E10,"Residence, Home (Includes Apartment)",5722,BRAESVALLEY,DR,,HOUSTON,77096.0,-95.489459,29.680116
178525724,2024-12-25,3,13A,Aggravated Assault,1,16E20,"Residence, Home (Includes Apartment)",14714,JEWEL MEADOW,DR,,HOUSTON,77053.0,-95.432304,29.612652
178527024,2024-12-25,3,13B,Simple assault,1,18F30,"Highway, Road, Street, Alley",6364,WINDSWEPT,LN,,HOUSTON,77057.0,-95.495654,29.725925
178527124,2024-12-25,3,120,Robbery,1,7C30,"Highway, Road, Street, Alley",3601,TIDWELL,RD,,HOUSTON,77093.0,-95.332961,29.848728
178551524,2024-12-25,3,220,"Burglary, Breaking and Entering",1,1A20,Construction Site,2400,BRAZOS,ST,,HOUSTON,77006.0,-95.377524,29.749083
178561324,2024-12-25,3,220,"Burglary, Breaking and Entering",1,12D10,Liquor Store,9291,SAM HOUSTON,PKWY,S,HOUSTON,77075.0,-95.251175,29.600954
178568424,2024-12-25,3,220,"Burglary, Breaking and Entering",1,2A10,"Residence, Home (Includes Apartment)",2901,FULTON,ST,,HOUSTON,77009.0,-95.360524,29.787883
178635424,2024-12-25,3,220,"Burglary, Breaking and Entering",1,7C10,"Grocery, Supermarket",5800,LYONS,AVE,,HOUSTON,77020.0,-95.311565,29.776483
178649924,2024-12-25,3,100,"Kidnapping, Abduction",1,13D20,"Residence, Home (Includes Apartment)",7950,BELLFORT,ST,,HOUSTON,77061.0,-95.271129,29.673189
178671124,2024-12-25,3,23G,Theft of motor vehicle parts or accessory,1,15E10,"Parking Lot, Garage",8849,BRAESMONT,DR,,HOUSTON,77096.0,-95.479278,29.682605
178902424,2024-12-25,3,240,Motor vehicle theft,2,16E10,"Highway, Road, Street, Alley",11900,CHANTELOUP,DR,,HOUSTON,77047.0,-95.392448,29.624683
179652624,2024-12-25,3,13B,Simple assault,1,1A20,"Other, Unknown",1110,WOODS,DR,,LIBERTY,77575.0,,
178528624,2024-12-25,4,220,"Burglary, Breaking and Entering",1,3B50,Convenience Store,136,CROSSTIMBERS,ST,E,HOUSTON,77022.0,-95.375186,29.828344
178528624,2024-12-25,4,290,"Destruction, damage, vandalism",1,3B50,Convenience Store,136,CROSSTIMBERS,ST,E,HOUSTON,77022.0,-95.375186,29.828344
178530824,2024-12-25,4,13B,Simple assault,2,12D70,"Residence, Home (Includes Apartment)",695,PINELOCH,DR,,HOUSTON,77598.0,-95.151365,29.568805
178532024,2024-12-25,4,13A,Aggravated Assault,1,19G10,"Residence, Home (Includes Apartment)",9955,CLUB CREEK,DR,,HOUSTON,77036.0,-95.551504,29.684102
178532124,2024-12-25,4,13A,Aggravated Assault,1,17E30,"Residence, Home (Includes Apartment)",8800,GUSTINE,LN,,HOUSTON,77031.0,-95.533082,29.669581
178533424,2024-12-25,4,90D,Driving under the influence,1,3B40,"Highway, Road, Street, Alley",4701,NORTH,FWY,,HOUSTON,77022.0,-95.385353,29.833891
178535124,2024-12-25,4,13B,Simple assault,1,4F30,"Parking Lot, Garage",15335,PARK ROW,DR,,HOUSTON,77084.0,-95.65317,29.789136
178535224,2024-12-25,4,13A,Aggravated Assault,1,20G40,"Bar, Nightclub",12120,WESTHEIMER,RD,,HOUSTON,77077.0,-95.593377,29.736366
178541024,2024-12-25,4,23C,Shoplifting,1,20G30,"Service, Gas Station",3818,WILCREST,DR,,HOUSTON,77042.0,-95.571525,29.721611
178545424,2024-12-25,4,13A,Aggravated Assault,1,11H30,"Residence, Home (Includes Apartment)",8403,PARK PLACE,BLVD,,HOUSTON,77017.0,-95.266295,29.693904
178573024,2024-12-25,4,290,"Destruction, damage, vandalism",1,17E30,"Residence, Home (Includes Apartment)",11500,KEEGANS RIDGE,RD,,HOUSTON,77031.0,-95.557333,29.656002
178586924,2024-12-25,4,220,"Burglary, Breaking and Entering",1,16E30,"Grocery, Supermarket",12355,MAIN,ST,,HOUSTON,77045.0,-95.462215,29.647787
178601524,2024-12-25,4,23G,Theft of motor vehicle parts or accessory,1,5F30,"Parking Lot, Garage",5801,HOLLISTER,ST,,HOUSTON,77040.0,-95.50466,29.852468000000002
178603024,2024-12-25,4,240,Motor vehicle theft,1,13D10,"Parking Lot, Garage",123,WINKLER,DR,,HOUSTON,77087.0,-95.303911,29.703117
178625124,2024-12-25,4,23F,Theft from motor vehicle,1,17E10,"Parking Lot, Garage",6909,RENWICK,DR,,HOUSTON,77081.0,-95.484611,29.704556
178702524,2024-12-25,4,13C,Intimidation,1,16E30,"Residence, Home (Includes Apartment)",12638,GOLDEN BROOK,DR,,HOUSTON,77085.0,-95.480774,29.638521
178920124,2024-12-25,4,13A,Aggravated Assault,3,19G10,"Residence, Home (Includes Apartment)",8811,BOONE,RD,,HOUSTON,77099.0,-95.574566,29.682496
178920124,2024-12-25,4,290,"Destruction, damage, vandalism",1,19G10,"Residence, Home (Includes Apartment)",8811,BOONE,RD,,HOUSTON,77099.0,-95.574566,29.682496
179538524,2024-12-25,4,220,"Burglary, Breaking and Entering",1,8C60,"Residence, Home (Includes Apartment)",11306,SPOTTSWOOD,DR,,HOUSTON,77016.0,-95.289998,29.883373
178543124,2024-12-25,5,90Z,All other offenses,1,7C30,"Hotel, Motel, ETC",3800,TIDWELL,RD,,HOUSTON,77093.0,-95.330856,29.848731
178543824,2024-12-25,5,290,"Destruction, damage, vandalism",1,9C30,"Residence, Home (Includes Apartment)",11511,CROSBY,FWY,,HOUSTON,77013.0,-95.222126,29.803628
178544024,2024-12-25,5,120,Robbery,1,12D10,"Bar, Nightclub",10729,GULF,FWY,,HOUSTON,77034.0,-95.240866,29.639213
178544424,2024-12-25,5,13A,Aggravated Assault,1,18F50,"Parking Lot, Garage",7200,CLAREWOOD,DR,,HOUSTON,77036.0,-95.510899,29.709006
178548824,2024-12-25,5,13A,Aggravated Assault,1,14D30,"Residence, Home (Includes Apartment)",5802,SOUTHWELL,ST,,HOUSTON,77033.0,-95.333804,29.683702
178549324,2024-12-25,5,13B,Simple assault,1,7C10,"Residence, Home (Includes Apartment)",2705,LORRAINE,ST,,HOUSTON,77026.0,-95.342737,29.778583
